"","ID","Name","Glottocode","Glottolog_Name","ISO639P3code","Macroarea","Latitude","Longitude","Family","SourceFile","Contributor","Base.Chan","Base.Mamta","Comment.Chan","Comment.Mamta"
"51","ravu1237-1","Yerava (Ravula), India","ravu1237","Ravula","yea","Eurasia",12.3231,75.6265,"Dravidian","Yerava.htm","Prof. B. Mallikarjun, Director, Center for Classical Kannada, Central University of Karnataka, Gulbarga, India, April 22, 2013.","decimal","","Yerava is generally considered to be a dialect of Malayalam, but some Yerava numerals are different from Malayalam ones. The Yereva cardinal numerals are given above and their base forms are given belowː 1. ondu, oru, 2. iru, 3. nu, muː, mun, 4. naː, nan, 5. aym, ay, 6. aru, 7. el̩u, 8.em, 9. tom, ombe, 10.pan, pad, pand. The formation of numerals of higher orderː The numerals from 11 to 19 are formed by adding one of the base forms of the cardinal 1 and 2 to one of the base forms of the cardinal 10. The numerals for 13, 14, 15, 16, 17 and 18 are formed by adding the cardinal for 3, 4, 5, 6, 7, and 8 to one of the base forms of the cardinal of 10. In both the cases they are linked by -inː pan-ondu > pannondu '11', pand-ira:n̩d̩ > pandiraːn̩du '12', pad-in-muːnju > padimuːnju '13', pad-in-naːlu > padinaːlu '14', pad-in-anju > padinanju '15', pad-in-aːru > padinaːru '16', pad-in-eːyu > padineːyu > '17', pad-in-et̩t̩u > padinet̩t̩u '18', The numeral for 19 is formed by adding the cardinal numeral for 9 to the cardinal numeral for 10. patt-oymbadu > pattomymbadu '19'. The numerals of the order 20, 30, 40, 50, 60, 70, 80 and 90 are formed by adding one of the basic forms of the cardinal of 10 to one of the base forms of the cardinals of the numerals 2, 3, 4, 5, 6, 7, 8 and 9. iru-padu > iruvadu '20', nu-padu > 'nupadu '30', naː-padu > naːpadu '40', aym-padu > amymbadu '50', aru-padu > aruvadu '60', el̩u-padu > el̩uvadu '70', em-padu > embadu '80', tom-padu > tombadu '90'. The numerals of the order 200, 300, 400, 500, 600, 700, 800, and 900 are formed by adding the numerals for 100 to one of the base forms of the cardinals of the numerals of 2, 3, 4, 5, 6, 7, 8 and 9. ir-nuːru > irnuːru '200', mun-nuːru > munnuːru '300', naː-nuːru > naːnuːru '400', et̩t̩-nuːru > et̩t̩nuːru '800', ombe-nuːru > ombenuru '900'. The numerals of the order 2000, 3000, 4000, 5000, 6000, 7000, 8000, etc., are formed on the same model as for 200, 300 etc. iraːn̩d̩-aːyira > iraːn̩d̩aːyira '2000', muːnj-aːyira > muːnjaːyira '3000', naːl-aːyira > naːlaːyira '4000', anj-aːyira > anjaːyira '5000'. Note that the different between traditional phonetic symbols and IPA transcriptions: 1. j = IPA [d͡ʒ], 2. t̩ = IPA [ʈ], 2. d̩ = IPA [ɖ], l̩ = IPA [ɭ], y = IPA [j], v = IPA [ʋ]",""
"52","saur1249-1","Sauria Paharia, Bangladesh, India","saur1249","Sauria Paharia","mjt","Eurasia",24.8124,87.6432,"Dravidian","Malto-Sauria Paharia.htm","Assistant Professor Mashrur Imtiaz, PhD Researcher, and Prof. Sikder Monoare Murshed, Department of Linguistics, University of Dhaka, Bengal. May 29, 2018. Data taken from LSI (Ethono-linguistic survey of Bangladesh in 2014-2016).",NA,"","Sauria Paharia Malto has a numeral system with only remained two traditional Dravidian numerals one and two. There are some missing terms for 12 to 19, 21 to 29, 30, 40, 60, 70, 80, 90, 200 and 2,000. Note that the traditional symbol 'c' = IPA [tʃ].",""
"53","saur1249-2","Malto, India","saur1249","Sauria Paharia","mjt","Eurasia",24.8124,87.6432,"Dravidian","Malto.htm","Dr. George Edward, Translations Advisor, Bible Society of India, Bangalore, India, August 31, 1995. Additional data provided by Dr. M. S. Andronov, November 23, 1995. Institute of Linguistics, Russian Academy of Sciences, Moscow, Russia",NA,"","Malto only remains two traditional Dravidian numerals 1 to 2 used adjectively, they adopt Indo-Aryan numeral system for general counting now. Malto numeral thirty and fifty can be constructed by different ways.",""
"54","sout2711-1","Western Southern Gondi (Adilabad), India","sout2711","Southern Gondi","ggo","Eurasia",20.10446,80.27811,"Dravidian","Gondi-Southern-Adilabad.htm","Mr. Mark Penny, SIL International, February 20, 2013, February 9, 2017.",NA,"","Western Southern Gondi or Adilabad Gondi has a numeral system mixed with traditional numerals with loanwords, but Adilabad Gondi remains more Dravidian numerals than Northern Gondi. Note that there are different forms of the number depending on the gender (non-masculine, or masculine-human) of what is being counted. The other higher numbers areː 10,000 = parevay, 1,00,000 = vayki, 10,00,000 = parevayki, 100,00.000 = kaɖaː Note that the traditional spellings and IPA transcriptionː 1. n̩ = IPA [ɳ] 2. t̩ = IPA [ʈ] 3. d̩ = IPA [ɖ] 4. n̍ = IPA [ŋ] 5. j = IPA [d͡ʒ] 6. ā = IPA [aː] 7. ī = IPA [iː] 8. ū = IPA [uː] 9. ē = IPA [eː] 10. ō = IPA [oː] 11. y = IPA [j]",""
"55","tami1289-1","Tamil, India","tami1289","Tamil","tam","Eurasia",10.520219,78.825989,"Dravidian","Tamil.htm","Rev. J. Jeyakumar, Translations Advisor, Bible Society of India, Bangalore, India, January 20, 1996.","decimal","","Tamil numeral system is decimal.",""
"56","telu1262-1","Nathakani, India","telu1262","Telugu","tel","Eurasia",16.4529,78.7024,"Dravidian","Nathakani.htm","Christopher, Nathakani Bible translator through Dr. George Edward, Translations Advisor, Bible Society of India, Bangalore, India, March 26, 2015.",NA,"","Nathakani is spoken in Adilabad, Khagaznagayam districts in Andhra Pradesh, India. The Nathakani have borrowed Indo-Aryan numerals with phonological adaptation now. This language has not yet reported on Ethnologue.",""
"57","telu1262-2","Telugu, India","telu1262","Telugu","tel","Eurasia",16.4529,78.7024,"Dravidian","Telugu.htm","Dr. D. N. S. Bhat, Central Institute of Indian Languages. Mysore, India, May 28, 1999.","decimal","","Telugu numeral system is decimal.",""
"58","toda1252-1","Toda, India","toda1252","Toda","tcx","Eurasia",11.4184,77.0168,"Dravidian","Toda.htm","Prof. Peri Bhaskararao, The Research Institute for Languages and Cultures of Asia and Africa (ILCAA), Tokyo University of Foreign Studies, Tokyo, Japan, February 2, 2007.",NA,"","The above data were based on Prof. Emeneau's Toda Grammar and Text, 1984.",""
"59","tulu1258-1","Tulu, Karnataka and Kerala, India","tulu1258","Tulu","tcy","Eurasia",12.8114,75.2651,"Dravidian","Tulu.htm","Dr. Royson Norman D'Souza, Linguistics, Project Manager at NLCI (New Life Computer Institute), Bangalore, India, July 31, 2019.","decimal","","Tulu has a decimal numeral system. Tulu is spoken mainly in the south west part of the Indian state of Karnataka and also in the Kasaragod district of Kerala.",""
"60","tulu1258-2","Tulu, Karnataka and Kerala, India","tulu1258","Tulu","tcy","Eurasia",12.8114,75.2651,"Dravidian","Tulu.htm","Dr. Ramakrishna T. Shetty, Annamalai University, Annamalai Nagar, India, August 15, 1995. Additional data provided by Mr. Joyce Pallet, Bible Society of India, Bangalore, India, January 20, 1996.","decimal","","Tulu has a decimal numeral system. Tulu is spoken mainly in the south west part of the Indian state of Karnataka and also in the Kasaragod district of Kerala.",""
"61","ural1274-1","Urali, India","ural1274","Urali of Idukki","url","Eurasia",10.8519,76.8007,"Dravidian","Urali.htm","Dr. Samuel Mohan Lal, CIIL (Central Institute of Indian languages), Mysore, India / Faculty of Languages and Linguistics, University of Malaya, Kuala Lumpur, Malaysia, April 2, 2013.","decimal","","Urali numeral system is decimal. Please note that the sound [r] in onɽ͡rɯ ‘one’, a:rɯ ‘six’ and a:yira ‘thousand’ are phonetically different. IPA [ɽ͡r] is a ''retroflex trill'', and traditional symbol <ë> a centralized vowel may be nearer to IPA [ɤ]. Other higher numerals are: 400. naːnurɯ, 500. aynuːrɯ, 3,000. muːnɽ͡raː yira, 4,000. naːlaːyira, 6,000.aːraːyira, 7,000.ëːlaːyira, 8,000. eʈʈaːyira, 9,000. ombada.yira, 10,000, pattaːyira.",""
"62","yeru1240-1","Yerukula, India","yeru1240","Yerukula","yeu","Eurasia",17.3702,81.9748,"Dravidian","Yerukula.htm","Dr. Basavaraja Kodagunti, Asst. Professor, Department of Kannada, Coordinator, Linguistics Programs, Central University of Karnataka Gulbarga- 585106, Karnataka, India. July 24, 2015.","decimal","","Yerukula has decimal system similar to that of Tamil.",""
