"","ID","Name","Glottocode","Glottolog_Name","ISO639P3code","Macroarea","Latitude","Longitude","Family","SourceFile","Contributor","Base.Chan","Base.Enock","Comment.Chan","Comment.Enock"
"255","fang1246-1","Fang, Gabon, Cameroon, Equatorial Guinea","fang1246","Fang (Equatorial Guinea)","fan","Africa",1.723965,11.61454,"Atlantic-Congo","Fang.htm","Dr. André Jacquot, Institut Français de Recherche pour le Développement en Coopération, Paris, France, January 5, 1996.",NA,"","The tones for the Fang numerals need checking with updated data.",""
"256","fang1246-2","Fang, Gabon, Cameroon, Equatorial Guinea","fang1246","Fang (Equatorial Guinea)","fan","Africa",1.723965,11.61454,"Atlantic-Congo","Fang.htm","Dr. André Jacquot, Institut Français de Recherche pour le Développement en Coopération, Paris, France, January 5, 1996",NA,"","The tones for the Fang numerals need checking with updated data.",""
"257","fare1241-1","Farefare, Burkina Faso, Ghana","fare1241","Farefare","gur","Africa",11.0918,-0.81109,"Atlantic-Congo","Frafra.htm","Mr. Urs Niggli, SIL International, Burkina Faso, May 14, 2007.","decimal","","Farefare or Gurenne or Ninkãre has a decimal system. The data was from Ninkãre variety spoken in Burkina Faso and is also spoken in Ghana around Bolágatanga. Vowles: Ant. Centr. Poster. i , ɩ , ĩ u , ʋ, ũ e , ɛ, ẽ o , ɔ, õ a, ã Consonants: p , b t , d k , g f, v s , z ɣ h m n ɲ ŋ l r Semivowels. w y",""
"258","fefe1239-1","Fe'fe', Cameroon","fefe1239","Fe'fe'","fmp","Africa",5.18158,10.1442,"Atlantic-Congo","Fefe.htm","Mr. Djomeni Gabriel, PhD student, Department of Linguistics, University of Yaoundé 1, Cameroun, October 2, 2012.","decimal","","Fe'fe' has a decimal system.",""
"259","fefe1239-2","Fe'fe', Cameroon","fefe1239","Fe'fe'","fmp","Africa",5.18158,10.1442,"Atlantic-Congo","Fefe.htm","Dr. Domché Teko Engelbert, University of Yaoundé I, Cameroun, October 10, 1995.",NA,"",NA,""
"260","fipa1238-1","Fipa, Tanzania","fipa1238","Fipa","fip","Africa",-7.88963,31.3442,"Atlantic-Congo","Fipa.htm","anonymous contributor, University of Dar es Salaam, Tanzania, May 26, 1994.","decimal","","Fipa has a decimal system mixing with traditional terms with Swahili loanwords .",""
"261","fonn1241-1","Fon-Gbe (Fon), Togo, Benin","fonn1241","Fon","fon","Africa",7.15484,1.66495,"Atlantic-Congo","Fon-Gbe.htm","Mr. George Ganye, Mr. Lazare Boko and Mr. Jean-Jacques Deha, Summer Institute of Linguistics, Togo-Benin, January 8, 1999.",NA,"","Fon-Gbe has a rather complicated numeral system.",""
"262","food1238-1","Foodo, Benin","food1238","Foodo","fod","Africa",9.56489,1.40486,"Atlantic-Congo","Foodo.htm","Mr. Gray Plunkett, Summer Institute of Linguistics, Togo-Benin, May 8, 1994.","vigesimal","","Foodo has a vigesimal system. The French loanword for thousand is only used for monetary system.",""
"263","fuli1240-1","Fuliiru, DR of the Congo","fuli1240","Fuliiru","flr","Africa",-3.04022,28.9865,"Atlantic-Congo","Fuliiru.htm","Mr. Roger Van Otterloo, Summer Institute of Linguistics, East Congo, November 3, 1994.","decimal","","Fuliiru has a decimal system. Tones do not occur on ''the syllables n'' the surface forms. Numerals shown without tone are toneless.",""
"264","fung1245-1","Fungwa (Cifungwa), Nigeria","fung1245","Fungwa","ula","Africa",10.5021,6.59138,"Atlantic-Congo","Fungwa.htm","Mr. Samuel Akinbo, PhD student, Department of Linguistics, The University of British Columbia, Vancouver, Canada, August 20, 2018.","decimal","","Fungwa (Cifungwa) or Ula has a decimal numeral system. Cifungwa is an endangered Benue-Congo, West Kainji language that is spoken in the Ringa communities of Rafi Local Government area, Niger state, Nigeria. Due to war, migration and the political hegemony of the Hausa people, the speakers are generally shifting to speaking Hausa. As a result of this, various aspects of their culture (e.g. religion, folktales and music) are being forgotten. Only about 20 of 1000 speakers of Cifungwa currently practice their culture/religion. Some numbers are currently being used interchangeably with currency values. They use the word [pámũ̀] `pound’ which is borrowed from pounds sterling. When pámũ̀ `pound’ is added to any number, the value of such number is multiplied by 2. For example, 10 is [pámũ̀ tá] (lit: five pounds). In addition to [pámũ̀] `pounds’, they also use [mṹṹtàlà] `twenty’ which is derived from the name of the former Nigeria head of state on twenty Naira note. For instance, 60 is [mṹṹtàlà tátù] (20 x 3). The people also use kṹvʲɛ́ `bag’ as a unit of measurement for 200. So, [kṹvʲɛ́ tátù] `three bags’ is 600.",""
"265","fyam1238-1","Fyam (Pyem), Nigeria","fyam1238","Fyam","pym","Africa",9.59006,9.22293,"Atlantic-Congo","Fyam.htm","Dr. Daniel Nettle, University of Newcastle, Newcastle, UK, March 31, 2007. Additional data provided Fyam native speaker in the University of Jos.","decimal","","Fyam has a decimal numeral system. There are Hausa loanwords for numbers hundred and thousand .",""
"266","gaaa1244-1","Ga, Ghana","gaaa1244","Ga","gaa","Africa",5.65488,-0.18598,"Atlantic-Congo","Ga.htm","Prof. Mary E. Kropp Dakubu, University of Ghana, Ghana, July 17, 2007","decimal","","Ga (ɡã̀), has a decimal system. It is not sure if the numerals 7 and 8 etymologically derived from 6 plus 1 and 6 plus 2, respectively.",""
"267","gand1255-1","Ganda (Luganda), Uganda","gand1255","Ganda","lug","Africa",0.66884,32.15153,"Atlantic-Congo","Ganda.htm","Prof. Francis Katamba, Lancaster University, U.K., September 3, 2007.",NA,"","Ganda has a numeral system is very similar to that of Gwere.",""
"268","gban1258-1","Gbanzili, CAR, DR of the Congo","gban1258","Gbanziri-Boraka","gbg","Africa",4.68467,20.2609,"Atlantic-Congo","Gbanzili.htm","Dr. Jacqueline Thomas, CNRS-LACITO, Paris, France, April 18, 1999","decimal","","Gbanzili has a decimal system with special construction for number 'nine'. There is a loan-word from Lingala for number 'nine', 'liɓòa'. Both the big numbers 'hundreds' and ' thousands' are borrowed from Sango language. The linker 'pɛ́' in compound numbers means ' upon', ' the top', 'the upper part'. Gbanzili has a three level tonal language, is has no nasal vowels.",""
"269","gban1260-1","Gbanu, CAR","gban1260","Gbanu","gbv","Africa",5.28183,17.3887,"Atlantic-Congo","Gbanu.htm","Mr. Paul Murrell, SIL-International, November 4, 2021.","decimal","","Gbanu has a decimal system with substructures for numerals 7 and 9. The word for “thousand” sàkì is a borrowing from the French sac “bag”.",""
"270","gbar1246-1","Gbari, Nigeria","gbar1246","Gbari","gby","Africa",8.46411,7.10757,"Atlantic-Congo","Gbari.htm","Mr. & Mrs. Patrick and Heidi Rosendall, Wycliffe, Nigeria Group. June 1, 1999.",NA,"","Gbari has a rather complicated numeral system of counting. Numbers 15 to 19 have two alternate forms. The use of the special number '15 [woɡí]' occurs when forming higher numbers also. The number for '100 [k͡paɡʷo] might be replaced by some dialects use [kʷoliya]. The big numbers beyond hundred people often use Hausa. The symbol 'ɡ͡bᵐ' is a post-nasalized glottal plosive, 'tⁿ ' is a post-nasalized alveolar plosive, 'k͡p' is a labial-velar plosive.",""
"271","gbay1281-1","Gbaya Mbodomo, Cameroon","gbay1281","Gbaya-Mbodomo","gmm","Africa",4.800365,14.606865,"Atlantic-Congo","Gbaya-Mbodomo.htm","Ms. Ginger Boyd, SIL International, August 13, 2007. Data collected from 1994 - 1997.",NA,"","This Gbaya language does not fit into either the Gbaya-Northwest or the Gbaya-Southwest, and might be treated as an independent language.",""
"272","gbay1287-1","Bossangoa Gbaya, CAR","gbay1287","Gbaya-Bossangoa","gbp","Africa",6.61896,17.645,"Atlantic-Congo","Gbaya-Bossangoa.htm","Mr. Thomas Elvis Guenekean through Mr. Will Sawers, SIL-Central African Republic, August 28, 2008.","decimal","","Bossangoa Gbaya has a decimal system of counting different from that of other Gbaya languages. This language has two tones: high and low. It also has lengthened vowels shown by the colon. The word zùwà means “on top of”, i.e., “in addition to”. The word hɛ̃́rã́ː means “bale” as in groups of harvested goods (as in “a bale of hay”. The word gɔ̃̀m means “cut” or “gathered” and n͡màː means “things”. The word for “thousand” sàkì is a borrowing from the French sac “bag”. The connection is that you can fit a lot in a big bag.",""
"273","gbir1241-1","Gure (Gbiri-Niraɡu), Kaduna, Nigeria","gbir1241","Gbiri-Niragu","grh","Africa",10.3923,8.43157,"Atlantic-Congo","Gbiri-Niragu-Gure.htm","Mr. Pikawi Dauda, Translation Coordinator, Nigeria Bible Translation Trust, Jos, Nigeria, May 5, 2017.","duodecimal","","Gure, also known as Gure-Kahugu, or Gbiri-Niragu is a Kainji language of Nigeria. Gure has a traditional numeral system based on twelve (duodecimall system) but Speakers are shifting to Hausa.",""
"274","genn1243-1","Gen-Gbe (Gen), Togo, Benin","genn1243","Gen","gej","Africa",6.25971,1.67727,"Atlantic-Congo","Gen-Gbe.htm","Dr. Séverin-Marie Kinhou, National University of Benin, Benin, March 11, 1999.",NA,"","Gen-Gbe has a rather complicated numeral system similar to that of Aja-Gbe.",""
"275","ghom1247-1","Ghomala, Cameroon","ghom1247","Ghomálá'","bbj","Africa",5.39619,10.352,"Atlantic-Congo","Ghomala.htm","Dr. Domché Teko Engelbert, University of Yaoundé I, Cameroun, October 10, 1995. Checked by Dr. Wega Simeu, Assistant Lecturer, The University of Bamenda, Higher Teachers Training College, Department of Bilingual Studies, Cameroun. August 29, 2012.",NA,"",NA,""
"276","ghot1243-1","Ghotuo, Nigeria","ghot1243","Ghotuo","aaa","Africa",7.11551,5.95663,"Atlantic-Congo","Ghotuo.htm","Prof. Ben Elugbe, Director General of the National Institute for Nigerian Languages, Nigeria and President of West African Linguistics Society (WALS) / Dept. of Linguistics & African Languages, University of Ibadan, Nigeria, September 14, 2009.","vigesimal","","Ghotuo has a rather complicated vigesimal system similar to that of Edo language.",""
"277","gimm1241-1","Gimme (Gəmme), Cameroon","gimm1241","Gimme","kmp","Africa",8.58084,12.6658,"Atlantic-Congo","Gimme.htm","Dr. Ulrich Kleinewillinghöfer , Department of Anthropology and African Studies , Johannes Gutenberg University, Mainz , Germany. assisted by Njidda Mathieu, Jalingo, October 1, 2012.","vigesimal","","Kompana has a vigesimal system. The unit 20 is gbàhˀ-se / gbàh-re ""staff, stick"". Kompanan is a noun class language. Numbers from 1-5 may agree with the nouns they qualify. Thus : gbàh-sɨ́ wɔn-zè 'one stick, 20' and gbàh-sɨ́ tah-sèˀ 'three stick(s), 60' The above new data is taken from Gəmme or Kompana (< Koma Pana) (not Kampara) yə̀gme , the lect of Yeege spoken in and around the southern part oft he Alantika Mountains, Kìŋgìlu, Sɔ̀yí, Zugsáamo, Wùlba (Pánpá); Jalingo Département de Faro, North Region, Cameroun (assisted by Njidda Mathieu, Jalingo).",""
"278","gimm1241-2","Gimme (Kampara), Cameroon","gimm1241","Gimme","kmp","Africa",8.58084,12.6658,"Atlantic-Congo","Gimme.htm","Mr. Lars Lode, EELC ( Eglise Evangelique Lutherieen de Cameroun), Adamawa, Cameroun, November 14, 1994","decimal","","Gimme has a decimal system. The word for 'twenty' ɡbàhsɨ́ means 'staff', there is a loan for 'hundred' tèméré, from Fulani, frequently used for money.",""
"279","giny1241-1","Ginyanga, Togo","giny1241","Ginyanga","ayg","Africa",8.2327,0.98348,"Atlantic-Congo","Ginyanga.htm","Mrs. Jenny Rowe, 8 May, 1994 Summer Institute of Linguistics, Togo-Benin","vigesimal","","Ginyanga has a vigesimal system of counting similar to that of Foodo. Updated data with tones needed.",""
"280","giry1241-1","Giryama, Kenya","giry1241","Giryama","nyf","Africa",-3.30638,39.6648,"Atlantic-Congo","Giryama.htm","Ms. Christa Kendall, BTL ( Bible Translation & Literacy, East Africa), Kenya, October 12, 1995.","decimal","","Giryama has a decimal system.",""
"281","gito1238-1","Gitonga, Mozambique","gito1238","Gitonga","toh","Africa",-23.7964,35.1577,"Atlantic-Congo","Gitonga.htm","Mr. Jose Henriques, Eduardo Mondlane University, Mozambique. September 11, 2009. IPA transcribed by Dr. Andy Chebanne, University of Botswana, Botswana, August 21, 2018.","quinary","","Gitonga has a quinary numeral systems. Note that the following traditional symbols and IPA transcriptionsː vb =IPA [β], dr = IPA [ɖ]",""
"282","gito1238-2","Gitonga, Mozambique","gito1238","Gitonga","toh","Africa",-23.7964,35.1577,"Atlantic-Congo","Gitonga.htm","Mr. Jose Henriques, Eduardo Mondlane University, Mozambique. September 11, 2009.","quinary","","Gitonga has a quinary numeral systems.",""
"283","gogo1263-1","Gogo (Kigogo), Tanzania","gogo1263","Gogo","gog","Africa",-6.35951,35.4807,"Atlantic-Congo","Gogo.htm","anonymous contributor, University of Dar es Salaam, Tanzania, May 26, 1994.","decimal","","Gogo has a decimal system.",""
"284","goka1239-1","Gokana, Nigeria","goka1239","Gokana","gkn","Africa",4.61889,7.34457,"Atlantic-Congo","Gokana.htm","Rev. Michael A. Nicol, Lutheran Bible Translator, Nigeria, March 27, 1995.","vigesimal","","Gokana has a vigesimal numeral system with special structures for 9. Like most languages in Nigeria, there is a word for 400 'bóó'. The Gokana has three tonesː á = high, à = low and mid tone unmarked.",""
"285","gola1255-1","Gola, Liberia, Sierra Leone","gola1255","Gola","gol","Africa",7.06193,-10.8138,"Atlantic-Congo","Gola.htm","Mr. Quaye B. Gray through Rev. Donald Slager, Gola Literacy Association, Liberia. April 23, 2009.","quinary AND vigesimal","","Gola has a quinary-vigesimal system. The words for 100 'hɔ̀nɔ̀ɔ̀' and 1000 'tazùùŋ' are borrowed from English, respectively. In traditional counting '1000' is expressed as 'k͡pɛ̀ùŋ nɔ̀ɔ̀nɔ̀ŋ sùà zììyà'.",""
"286","gonj1241-1","Gonja, Ghana","gonj1241","Gonja","gjn","Africa",8.48801,-0.72757,"Atlantic-Congo","Gonja.htm","Dr. Andy Ring and Mr. Samuel Ntumy GILLBT (The Ghana Institute of Linguistics, Literacy and Bible Translation), Ghana, May 15, 1999 .","decimal","","Gonja has a decimal system identical to that of Chumburung.",""
"287","gour1243-1","Gurma, Burkina Faso, Benin","gour1243","Gourmanchéma","gux","Africa",11.6711,1.28489,"Atlantic-Congo","Gurma.htm","Dr. Jean-Claude Naba, University of Ouagadougou, Burkina Faso, October 20, 2007.","decimal","","Gurma or Gourmanchéma has a decimal system.",""
"288","guaa1238-1","Gua, Ghana","guaa1238","Gua","gwx","Africa",6.52106,0.16932,"Atlantic-Congo","Gua.htm","Mr. Michael Obiri Yeboah and Dr. Mercy Akrofi Ansah, Language Centre, University of Ghana, Legon-Accra, Ghana. December 10, 2012.","decimal","","Gua has a decimal system similar to that of Larteh.",""
"289","gung1250-1","Gungu (Lugungu), Uganda","gung1250","Gungu","rub","Africa",2.06754,31.4819,"Atlantic-Congo","Gungu.htm","Mr. Martin Diprose, Summer Institute of Linguistics, Uganda, May 10, 2007.",NA,"","Gungu numeral system is very similar to Nyambo numeral system. The tones in after ten need checking with updated data.",""
"290","gunn1250-1","Gun-Gbe, Benin, Nigeria","gunn1250","Gun","guw","Africa",6.48529,2.76767,"Atlantic-Congo","Gun-Gbe.htm","Mr. Lionnet Ang, Benin Student (Native languageː Gun), Beijing Language and Culture University, Peking, China, October 28, 2018. Referenceː Henri AKPAOKA «LA NUMERATION EN GOUN», 2003 ?",NA,"","Gun or Gun-Gbe has a rather complicated numeral system of counting similar to that of Aja-Gbe and Fon-Gbe. Note that the traditional phonetic symbolsː c=IPA [t͡ʃ], j=IPA [d͡ʒ], ny=IPA [ɲ], y=IPA [j].",""
"291","gusi1246-1","Gusilay, Senegal","gusi1246","Gusilay","gsl","Africa",12.7761,-16.5026,"Atlantic-Congo","Gusilay.htm","Dr. Serge Sagna, ELDP-Postdoctoral Researcher Fellow, School of Languages, Linguistics and Cultures. The University of Manchester. Oxford, United Kingdom. March 13, 2008. August 23, 2009.","quinary AND vigesimal","","Gusilay or Gújjolaay Eegimaa has a quinary-vigesimal system with a single word for 15. The words ɡuɲɛn means ''hands'', ɡaat means ''foot'' and it is not clear whether the use of the item əvːi for 'king' and 'twenty' is a simple case of homonymy or is a metaphorically motivated. In the previous version I put a hyphen between prefixes and roots to distinguish them. Since this precision does not seem to be important for your presentation, I have taken it out. Borrowing: etemel ‘100’ could be a loan from Wolof (tɛːmɛːr cf. your section in Wolof) thus, coming from money counting. It could also be a common root since the languages are related i.e. they are all Atlantic. Historical evidence is required to give a definite answer to this. ekkeme ‘100’ is definitely a recent loan from Mandinka but through Jóola Fónyi following the Islamization of the Jóola Fonyi. The vast majority of native speakers, including myself, have been taught to say and do say etemel ‘100’. ekkeme ‘100’ is more often used by Muslims for whom Mandinka has a lot of prestige. How integrated it is in the language can be a matter of debate. fɷtɔx ‘five’ is not related to ‘to be sufficient’ which is ɛttɔx as argued in the Bandial data. The second root has a geminate consonant. So here we have a minimal pair between tɔx ‘five’ and ttɔx ‘to be sufficient’. For euli ‘1000’, I can see in your data that the root is shared with a couple of related languages. It could be a loanword from Mandinka/ Pulaar. But it could also be a shared root. Since the contact of the Eegimaa people with the latter was extremely restricted throughout History, nothing definite can be said unless historical linguistics analysis is carried out.",""
"292","gusi1247-1","Gusii (Kisii), Kenya","gusi1247","Gusii","guz","Africa",-0.78872,34.76751,"Atlantic-Congo","Gusii.htm","Mr. David Ogoti Ongarora, Dept. of Linguistics, Maseno University, Maseno, Kenya, September 28, 2008.","decimal","","Gusii has a decimal system with substructure from 6, 7 and 8. Note that the number for 100 'ɛmia ɛjɛmɔ' which borrowed from Kiswahili is more common than traditional Ekegusii word 'ɾiɣana eɾimɔ'. It seems the thousand ɾiβu was derived from 'ribu' of Malay, an Austronesian language. y = [j]",""
"293","gwen1239-1","Gweno, Tanzania","gwen1239","Gweno","gwe","Africa",-3.68407,37.6827,"Atlantic-Congo","Gweno.htm","Dr. George Mrikaria, University of Dar es Salaam, Tanzania. June 10, 2010",NA,"","Gweno numbers after five have been replaced by Swahili /Arabic numbers.",""
"294","gwer1238-1","Gwere (Lugwere), Uganda","gwer1238","Gwere","gwr","Africa",1.11392,33.8227,"Atlantic-Congo","Gwere.htm","Mr. Richard Nzogi, Summer Institute of Linguistics, Uganda, July 3, 2007.",NA,"","Gwere has a numeral system very similar to that of Gungu.",""
"295","gyel1242-1","Gyele (Gyeli / Bakola), Cameroon","gyel1242","Gyele","gyi","Africa",2.47457,10.2493,"Atlantic-Congo","Gyele-Bakola.htm","Dr. Nadine Grimm, Department of Linguistics, School of Arts and Sciences, University of Rochester, Rochester, New York, USA. October 31st, 2016. Referenceː Grimm, Nadine. 2015. A Grammar of Gyeli. PhD Thesis, Humboldt University Berlin. pp. 169-179.",NA,"","Bakola / Bagyeli or Gyele has a numeral system different from other members of languages of Makaa-Njem group. The high number thousand is a loanword with phonological adaptation from English ""thousand'. Data for the numerals listed in the table above come from my fieldwork in the village Ngolo which is in closest contact with Bulu (A70) speakers. The data I got differ a bit from my colleague Emmanuel Ngue Um on Gyeli (or Bakola). The Gyeli people I worked with live in another dialect area in a village called Ngolo.",""
"296","gyel1242-2","Gyele (Bakola), Cameroon","gyel1242","Gyele","gyi","Africa",2.47457,10.2493,"Atlantic-Congo","Gyele-Bakola.htm","Dr. Emmanuel Ngue Um. Université de Provence, Aix-en-Provence, France / DoBes researcher (Documentation of endangered languages). December 8, 2010.",NA,"","Bakola / Bagyeli or Gyele has a numeral system different from other members of languages of Makaa-Njem group.",""
"297","haaa1252-1","Ha (Kiha), Tanzania","haaa1252","Ha","haq","Africa",-3.77873,30.4894,"Atlantic-Congo","Ha.htm","Dr. Lotta Auni, University of Helsinki, Finland, August 16, 2007.",NA,"","Ha (Kiha) has a numeral system similar to that of Rwanda. Like most Bantu languages, in Ha, one can count without specifying the noun class of object to be counted.",""
"298","hang1258-1","Hanga, Ghana","hang1258","Hanga","hag","Africa",9.33929,-1.57833,"Atlantic-Congo","Hanga.htm","Mr. Geoffrey Hunt, Summer Institute of Linguistics, October 31, 2007.","decimal","","Hanga has a decimal system.",""
"299","haya1250-1","Haya, Tanzania","haya1250","Haya","hay","Africa",-1.70878,31.4846,"Atlantic-Congo","Haya.htm","Dr. Henry RT Muzale, University of Dar es Salaam, Tanzania,March 28, 2009.","decimal","","Haya has a decimal system similar to that of Nyambo.",""
"300","hehe1240-1","Hehe, Tanzania","hehe1240","Hehe","heh","Africa",-7.71572,35.7255,"Atlantic-Congo","Hehe.htm","anonymous contributor, University of Dar es Salaam, Tanzania, May 26, 1994.",NA,"",NA,""
"301","hema1238-1","Hema, DR of the Congo","hema1238","Hema","nix","Africa",1.04953,30.0872,"Atlantic-Congo","Hema.htm","Rev. Nlandu Mukoko Mpanzu, Socire Bibilique du Zaire, Kinshasa, Rép. du Zaire / Bible society of Zaire, Rep. of Zaire (now DR of the Congo), October 16, 1995.",NA,"","Hema has a numeral system very similar to that of Gwere.",""
"302","here1253-1","Otjiherero, Namibia, Botswana","here1253","Herero","her","Africa",-21.0231,20.5655,"Atlantic-Congo","Herero.htm","Dr. Jekura U. Kavari. Faculty of Humanities & Social Sciences, University of Namibia, Namibia, June 29, 2010.",NA,"","Herero has a numeral system with substructure for numbers 6-8.",""
"303","here1253-2","Herero, Namibia, Botswana","here1253","Herero","her","Africa",-21.0231,20.5655,"Atlantic-Congo","Herero.htm","Mr. Ferdie Weich, Bible Society of Namibia, Namibia, September 2, 1995. Reference sourceː Wilhelm J. G. Möhlig, Lutz Marten and Jekura U. Kavari, 2002. A Grammatical Sketch of Herero (Otjiherero). Rüdiger Köppe Verlag, Köln.",NA,"","Herero has a numeral system with forms for numbers 6-8.",""
"304","hiju1238-1","Hijuk, Cameroon","hiju1238","Hijuk","hij","Africa",4.39641,10.9081,"Atlantic-Congo","Hijuk.htm","Ms. Ginger Boyd, Summer Institute of Linguistics, Cameroun, July 22, 2010.","decimal","","Hijuk has a decimal system. This dialect is from Juk Quarter, Batanga village, Bokito Subdivision, Mbam-et-Inoubou Division, Centre Province of Cameroon. Informant: Nguilboussi Gaston, ancien conseiller commune du Bokito",""
"305","hone1235-1","Hõne (Pindiga/Gwana), Nigeria","hone1235","Hõne","juh","Africa",9.79715,10.9206,"Atlantic-Congo","Hone.htm","Prof. Anne Storch, University of Cologne, Germany, May 21, 2007.","decimal","","Hõne has a decimal numeral system.",""
"306","hung1276-1","Hungworo (Cahungwarya), Niger state, Nigeria","hung1276","Hungworo","nat","Africa",10.3243,6.3024,"Atlantic-Congo","Cahungwarya.htm","Mr. Israel Wade & Mr. Kenneth Kunza, The Word for the World Initiative Nigeria (TWFTW), Nigeria, August 25, 2021","decimal","","Cahungwarya or ũngwāī or Hungworo has a decimal numeral system similar to that of Pongu. There are loanwords from Hausa for hundred and thousand.",""
"307","hung1276-2","Hungworo (Cahungwarya), Niger state, Nigeria","hung1276","Hungworo","nat","Africa",10.3243,6.3024,"Atlantic-Congo","Cahungwarya.htm","Mr. & Ms. Niffer Davey and Ms. Janneke Verhaar, Wycliffe Bible Translators, July 4, 2008.","decimal","","Cahungwarya or Hungworo or Hungwere has a decimal numeral system similar to that of Pongu. The numbers 8 seems derived from ''double four''. The word for 100 'íhɔ̄ŋɡʷa' literally means ''a calabash''. Note that the phonetic symbol [ t̼ ] as in numbers 3, 6 and 8 is a ''linguolabial t''=[t with a under  ̼symbol]. The [t, d, s and z ] phonemes do not take full labialisation but rather a subscript [w] sound.",""
"308","hung1278-1","Hungana, DR of the Congo","hung1278","Hungan","hum","Africa",-3.69695,18.4312,"Atlantic-Congo","Hungana.htm","Mr. Joseph Koni Muluwa, PhD Student, Linguistics - African languages, Royal Museum for Central Africa, Belgium, October 2, 2008.",NA,"",NA,""
"309","huns1239-1","Hun-Saare(Duka), Nigeria","huns1239","Hun-Saare","dud","Africa",10.7898,5.07312,"Atlantic-Congo","Hun-Saare-Duka.htm","Sourceː Esther Cressman and Donna Skitch, United Missionary Society (Ilorin). 1974. Taken from West African Language Data Sheets, Vol.2 /1980, edited by M. E. Kropp Dakubu, West African Linguistic Society in cooperation with African Studies Centre, Leiden / Netherlands.","vigesimal","","Duka has a vigesimal numeral system. Duka has three tonemesː high, mid and low.",""
"310","hyam1245-1","Hyam (Jabba), Nigeria","hyam1245","Hyam","jab","Africa",9.57832,7.95163,"Atlantic-Congo","Hyam.htm","Mr. Danjuma N. Gambo, Nigeria Bible Translation Trust, Jos, Nigeria, June 22, 2007.","decimal","","Hyam has a decimal system with special construction for 9 .",""
"311","ibib1240-1","Ibibio, Nigeria","ibib1240","Ibibio","ibb","Africa",5.15279,7.86688,"Atlantic-Congo","Ibibio.htm","Prof. Márcia Santos Duarte de Oliveira, University of São Paulo, São Paulo, Brazil, November 22, 2008.","vigesimal","","Ibibio has a vigesimal numeral system with special forms for numbers 6 to 9 and 11 to 19. The number 'tɔ́sìn' is a loanword from English.",""
"312","idak1243-1","Idakho-Isukha-Tiriki, Kenya","idak1243","Idakho-Isukha-Tiriki","ida","Africa",0.21557,34.817,"Atlantic-Congo","Idakho-Isukha.htm","Ms. Christa Kendall, BTL (Bible Translation & Literacy, East Africa), Kenya, February 20, 1996.","decimal","","Idakho-Isukha-Tiriki has a decimal system with special forms for 6 and 9.",""
"313","idom1241-1","Idoma, Nigeria","idom1241","Idoma","idu","Africa",7.19139,7.71261,"Atlantic-Congo","Idoma.htm","Prof. Clara Ikekeonwu, Director, Institute for Nigerian Language, University of Nigerian, Aba Campus, Nsuka, Nigeria, January 31, 2011.","vigesimal","","Idoma has a vigesimal system similar to that of Igede. The highest number is úla, which might etymologically mean 20 x 20.",""
"314","ifee1241-1","Ifè, Togo, Benin","ifee1241","Ifè","ife","Africa",7.63568,1.58494,"Atlantic-Congo","Ife.htm","Pastor Kaleb Edoh Agounkey, Executive Director & Bible Translator at ACATBLI through Ms. Sok-Chin Koabike, Summer Institute of Linguistics, Togo-Benin, June 3, 2018.","vigesimal","","Ifè has a rather complicated vigesimal system. The new data is a little different from that of old one provided by Mrs. Jenny Rowe in 1989.",""
"315","ifee1241-2","Ifè, Togo, Benin","ifee1241","Ifè","ife","Africa",7.63568,1.58494,"Atlantic-Congo","Ife.htm","Mrs. Jenny Rowe, Summer Institute of Linguistics, Togo-Benin, October 8, 1989.","vigesimal","","Ifè has a rather complicated vigesimal system.",""
