,ID,Name,Glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family,SourceFile,Contributor,Base.Chan,Base.Mamta,Comment.Chan,Comment.Mamta
4,khas1269-1,"Khasi, Meghalaya, India",khas1269,Khasi,kha,Eurasia,24.977,91.9998,Austroasiatic,Khasi.htm,"Dr. Anne Daladier, LACITO-CNRS (Centre Nationale de Recherche Scientifique), Paris, France. October 19, 2011, March 22, 2012.",NA,decimal,"The above data is taken from Standard Khasi.  miː//ʃi (or wiː// ʧi) represents a contrastive pair. In English, 'one' has different mathematical uses which are disambiguised in Pnaric-War-Lyngngam with *mi and *ʧi. mi is mainly used as cardinal one, ʃi/ʧi is mainly used to count ‘one’ for measure units and to count ‘one’ for powers of ten. For example, in War ʃi phuːa ‘ten’, lit. ‘one-ten’, ʃi swaɁ ‘one hundred’. mi expresses cardinal ‘one’ in ‘one leave’; ʃi swaɁ mi ‘one hundred one’. ʃi/ʧi expresses one in measure units: ʃi khup ‘one breadth-of-four fingers’. ʃi/ʧi is also used as ‘one’ for units of time, e.g. the whole day, one month length. mi ‘one’ to express ‘one o’clock’ contrasts with ʃi to express ‘one hour’ as a unit of time. ʃi/ʧi may also be used for a unit whose cardinal value is not relevant or is undefined as in War ʃi dit ‘a little while’, ʃi kur ‘people from the same clan’, ʃi pero brothers and sisters from the same mother. This is a qualifying use v.s. quantifying use of previous examples. ʃi/ʧi is also used as a kind of aspectual device, as in War: ʃi pam ‘to cut in one blow’ (pam ‘to cut’). Pnar, Khasi and Lyngngam cardinals belong to a Pnaric system which slightly differs from a War one, more conservative from an AA viewpoint. Numerals expressing 1, 2, 3, 4, 5, 6, 10 have common roots but 7, 8, 9 and teens are different. In Pnar the loss of /m/ or /b/ in onset position of monosyllabic words is frequent, as in mi > wi (one), ba > wa (dependency marker). This loss is not found in lexical elements in Khasi and Lyngngam. The Khasi and Lyngngam cardinal systems are then derived from the Pnar one. References: Daladier A. 2010 ''Counting techniques with their “grouping” names in Pnar, War, Khasi and Lyngngam and their relation to Austroasiatic number systems'' presentation at  NEILS 5 Conference (to appear) Jenner, P., (1976). « Les noms de nombre en Khmer » in Diffloth, G. and Zide, N. eds. Austroasiatic Number Systems, (special issue), Linguistics : 39-61 Matisoff, James. 1997. Sino-Tibetan Numeral Systems: prefixes, proto-forms and problems. Canberra: Pacific Linguistics Mazaudon, M. (2010). “Number building in Tibeto-Burman languages” in Morey, Post eds. NEILS 2, India, CUP India Menninger, K. (1969). [1934]. Number words and number symbols. A cultural history of  numbers, Cambridge Mass.: M.I.T. Press Zide, N. (1978). Studies in the Munda numerals, Mysore: CIIL",
4,khas1269-2,"Khasi, Meghalaya, India",khas1269,Khasi,kha,Eurasia,24.977,91.9998,Austroasiatic,Khasi.htm,"Dr. Michael Ferlus, CNRS (Centre Nationale de Recherche Scientifique), Paris, France, April 6, 1999",decimal,decimal,Khasi has a decimal system. Khasi numerals differ from other Mon-Khmer languages.,
4,khmu1256-1,"Khmu, China, Laos",khmu1256,Khmu,kjg,Eurasia,20.2463,101.671,Austroasiatic,Khmu.htm,"Dr. Michael Ferlus, CNRS (Centre Nationale de Recherche Scientifique), Paris, France, February, 2, 2013.",NA,NA,"Khmu [kʰmuˀ] only has Mon-Khmer numerals from one to ten, they use Taic numeral system now. (1) Khmous, Luang Prabang. Francis Garnier. 1873. Voyage d’exploration en Indochine …, Paris, Hachette. 2 vols. Vocabulaire vol. 2: 508-517. (2) Antoine Cabaton. 1905. Dix dialectes indochinois recueillis par Prosper Odend’hal. Etude linguistique par Antoine Cabaton. Journal Asiatique, 10e série, 5: 265-344. Numerals 275-7. Phonetic interprétation are placed within [ ]. (3) Many references. The lists (1) and (2) are the only data available on Khmu numerals. Francis Garnier and Prosper Odend’hal were militaries, not linguists. However, numbers in (2) can be phonetically identified fairly accurately. In list (3), after “3”, numerals are borrowed from Lao.",Limited data.
4,khmu1256-2,"Khmu, China, Laos",khmu1256,Khmu,kjg,Eurasia,20.2463,101.671,Austroasiatic,Khmu.htm,"Dr. Nathan Badenoch. Socio-Economic Research Adviser, Northern Agriculture and Forestry Research Center Luang Prabang, Lao PDR. February 2, 2010. Data extracted fromː Shintani, Kosaka and Kato. 2001. Linguistic Survey of Phongxaly, Lao P.D.R. Institute for the Study of Languages and Cultures of Asia and Africa. Tokyo.",NA,NA,"The above data is taken from Then dialect spoken in Wiangkham District, Luang Prabang Province, Laos. This dialect still keeps the traditional numerals up to ten. Updated data needed.",Limited data.
4,khmu1256-3,"Khmu, China, Laos",khmu1256,Khmu,kjg,Eurasia,20.2463,101.671,Austroasiatic,Khmu.htm,"Prof. Yan Qixiang, Chinese Academy of Social Sciences, Beijing, China, April 17, 1991.",NA,decimal,"Khmu' only has Mon-Khmer numerals from one to ten, they use Tai numeral system now.",Borrowed from Tai.
4,kint1239-1,"Kintaq, Malaya Peninsula",kint1239,Kintaq,knq,Eurasia,5.75004,101.277,Austroasiatic,Kintaq.htm,"Nancy Bishop & Mary M. Peterson, Summer Institute of Linguistics, Thailand, July 8, 1993.",NA,decimal,"Kintaq only has Mon-Khmer number one, they use Malay numeral system with pronunciation modification. Old source had recorded Mon-Khmer number two biyeh ~ wih, and seems these two numbers are not Aslian numerals but Malay numerals. It's uncertain if they constructed compound 11, 12, 21 and 22, and 100, 200, 1000 and 2000 by mixing Malay numerals with aboriginal terms, or completely borrowed Malay terms.",
4,koda1236-1,"Koda, Bangladesh, India",koda1236,Koda,cdz,Eurasia,23.234,87.479,Austroasiatic,Koda-AA.htm,"Assistant Professor Mashrur Imtiaz, PhD Researcher, and Prof. Sikder Monoare Murshed, Department of Linguistics, University of Dhaka, Bangladesh, May 29, 2018. Data taken from LSI (Ethono-linguistic survey of Bangladesh in 2014-2016).",NA,NA,"The Koda language only remains traditional Munda numerals from 1 to 5. They borrowed Bengali numerals after 5. There are some missing terms for 12 to 19, 21 to 29, 30, 40, 60, 70, 80, 90, 200 and 2,000. Note that the traditional symbol 'c' is = IPA [tʃ].",Limited data.
4,koda1254-1,"Koraku (Kodaku), India",koda1254,Kodaku,ksz,Eurasia,23.5757,83.8454,Austroasiatic,Koraku.htm,"Mr. and Mrs. Liju and Lisa, India Bible Society, India, July 31, 2010.",NA,decimal,"Koraku or Kodaku still retained Munda numerals from 1 to 3, Indo-Aryan with a suffix 'gotang' were borrowed from four onwards.",
4,koho1244-1,"Ko'ho (Sre), Vietnam",koho1244,Koho,kpm,Eurasia,11.6444,108.057,Austroasiatic,Koho.htm,"Rev. & Mrs. George Irwin, 2 June, 1995",decimal,decimal,"Ko'ho numeral system is decimal, Thousand is a loanword from Chamic language.",
4,kolb1241-1,"Kol, Bangladesh",kolb1241,Kol (Bangladesh),ekl,Eurasia,24.5318,88.337,Austroasiatic,Kol-AA.htm,"Assistant Professor Mashrur Imtiaz, PhD Researcher, and Prof. Sikder Monoare Murshed, Department of Linguistics, University of Dhaka, Bangladesh, May 29, 2018. Data taken from LSI (Ethono-linguistic survey of Bangladesh in 2014-2016).",NA,NA,"The Kol language only remains traditional Munda numerals from 1 to 5. They borrowed Bengali numerals after 5. There are some missing terms for 12 to 19, 21 to 29, 30, 40, 60, 70, 80, 90, 200 and 2,000. Note that the traditional symbol 'c' is = IPA [tʃ].",Limited data.
4,kork1243-1,"Korku, Madhya Pardesh, India",kork1243,Korku,kfq,Eurasia,21.8358,77.5541,Austroasiatic,Korku.htm,"Rev. Noel Kotian, Bible Society of India, India, April 16, 1995.",NA,decimal,Korku borrowed Hindi numerals after ten. Korku is spoken in Madhya Pradesh and Maharashtra Pradesh in Central India.,
4,korw1242-1,"Korwa, India",korw1242,Korwa,kfp,Eurasia,23.4102,83.8142,Austroasiatic,Korwa.htm,"Mr. Binzy Joseph George, Wycliffe-India, July 21, 2010.",NA,decimal,"Korwa still has Munda numerals from 1 to 3, Hindi numerals were borrowed from four onwards.",
4,korw1242-2,"Korwa, India",korw1242,Korwa,kfp,Eurasia,23.4102,83.8142,Austroasiatic,Korwa.htm,"Dr. Suhnu R. Sharma, Deccan Research College, Pune, India, April 16, 1990.",NA,vigesimal,"Korwa still has Munda numerals from 1 to 3, Indo-Aryan numerals were borrowed from four onwards.",
4,krun1240-1,"Krung2, Cambodia",krun1240,Krung,krr,Eurasia,13.5699,106.761,Austroasiatic,Krung2.htm,"Mr. Charles E. Keller, Summer Institute of Linguistics, August 16, 2006.",NA,decimal,Krung2 is often regarded as dialect of Brao.,
4,kuyy1240-1,"Kuuy, Thailand",kuyy1240,Kuy,kdt,Eurasia,14.6698,104.911,Austroasiatic,Kuy.htm,"Miss Feikje van der Haak, Summer Institute of Linguistics, February 28, 1998.",decimal,NA,Kuuy has a decimal systems. Most Kuuy numerals after 12 have been replaced by Thai numerals now.,Limited data.
4,lame1256-1,"Lamet, Laos, Thailand",lame1256,Lamet,lbn,Eurasia,19.8829,100.268,Austroasiatic,Lamet.htm,"Narumol Charoenma & Prof. Suwilai Premsrirat, Mahidol University, Thailand, January 3, 1997.",NA,decimal,Lamet has their own traditional numeral system with loanwords for hundred and thousand from Thai. The data was from dialect of Lampang Lamet,
4,lano1248-1,"Lanoh, Malaysia",lano1248,Lanoh,lnh,Eurasia,4.90934,100.986,Austroasiatic,Lanoh.htm,"Prof. Gerard Diffloth, University of Chicago, USA, January 18, 1983",NA,decimal,"Lanoh has preserved Mon-Khmer numbers one and two , they use Malay numerals after two, It's uncertain if they constructed compound 11, 12, 21 and 22, and 100, 200, 1000 and 2000 by mixing Malay numerals with aboriginal terms, or completely borrowed Malay terms. The numerals after ten should be compared with updated data.",
4,lave1248-1,"Laven (Jru', Boloven), Laos",lave1248,Laven,lbo,Eurasia,15.2726,106.322,Austroasiatic,Laven.htm,"Miss Pascale Jacq, Linguistics Department, Australian National University, Australia, 11 October 11, 2006",decimal,decimal,Laven numeral system is decimal. Thousand is a Lao loanword.,
4,lave1249-1,"Lave (Brao), Laos, Cambodia, Laos",lave1249,Brao,brb,Eurasia,14.5994,107.008,Austroasiatic,Laveh.htm,"Mr. Charles E. Keller, Summer Institute of Linguistics, October 26, 1995",decimal,decimal,Laveh or Brao numeral system is decimal.,
4,lowe1395-1,"Lower Ta-oaih, Laos",lowe1395,Lower Ta'oih,tto,Eurasia,15.9083,106.873,Austroasiatic,Taoih-Lower.htm,"Dr. Richard L. Watson, SIL International. Thailand, September 18, 2009.",decimal,decimal,"Lower Ta-oaih has a decimal numeral system similar to that of Pacoh. Thousand is a loanword from Thai language. The data are taken from West Salavan. Speakerː Bun Liang. No tense register, except the oa, ɤa glides??.",Use of conjunctive marker between atom and base.
4,lyng1241-1,"Lyngngam, India",lyng1241,India Lyngam,lyg,Eurasia,25.35,91.05,Austroasiatic,Lyngngam.htm,"Dr. Anne Daladier, LACITO-CNRS (Centre Nationale de Recherche Scientifique), Paris, France. October 19, 2011, March 22, 2012.",quaternary AND quinary AND vigesimal,decimal,"Lyngngam has a decimal system. The above data is taken from Langkymma Lyngngam dialect in West Khasi Hills. Lyngngam cardinals belong to a late Pnaric cardinal system which slightly differs from a War one, more conservative from an AA viewpoint. The Pnaric and War composite cardinal systems are analysed in details in the light of very conservative Pnaric-War-Lyngngam (PWL) Austro-Asiatic ''groupings'' systems in Daladier (to appear) '' Grouping is used in the sense of Menninger (1969). The names of these PWL groups are found again with shifts in their cardinal values all over AA languages'' Groupings in this PWL counting system use combinations of groupings in base four, five and twenty. Vestiges of such numeration bases are found in Munda cardinals (see Zide 1978) and in TB cardinals (see Matisoff 1997 and Mazaudon 2010). Vestiges of numeration in base four and five are found in some MK cardinal systems, see Jenner (1976) and MPI (2010). In addition to the Pnar and War cardinal systems, where Khasi and Lyngngam cardinal systems are inherited from the Pnar one,  two main pairs of number classifiers for humans and non humans are used in Pnaric-War-Lyngngam: a pnaric one and a War one. Interestingly Lyngngam seems to have remains of a South Munda one with opposite values. In Pnar and in Khasi ŋut is used for people, təlli for goods and ʤur for pairs of animals. In War -be, -baj is suffixed as a number classifier for people and khlɔn for whatever is not human. They add the idea of being a pair or a triad etc. for the counted elements, which usually denote in context a set of exactly two, or three etc. elements; for example in War:  Ɂũr.be ˀi hun ‘a set of two children, both children’, laj.be ˀi hun ‘the three (of them) children’; Ɂũ khlɔn ˀi kwoj ‘a couple of betel nuts’. In Langkymma Lyngngam, cardinals are suffixed with -re and -de classifiers for non humans from ‘two’ to ‘nine’ as follows: -re for ‘two’, ‘three’, ‘four’, ‘six’, (‘seven’), ‘eight’, ‘nine’ and -də for ‘five’. After ‘nine’, Lyngngam uses Pnar classifiers. Pnaric ŋut is used as a classifier for people and təlləj, from pnaric təlli, is used as a classifier for non humans after nine. Zide (1978:57) shows that in GtaɁ (South Munda), -re and -de are suffixed to cardinals to count people (as opposed to cattle and goods) in the following way: -re/-rwa is added to cardinals three, four, seven, eight, nine, ten and -de/-da to cardinals five and six. The similarity of the use of -de and -re in Lyngngam and in GtaɁ suggests in addition to many other data, a previous common quinary grouping number system. Lyngngam has more common lexical elements with Munda than Pnar, War and Khasi.  There is a switch in Lyngngam in the value of number classifiers -re, -de used to count non humans while -re is used in AA to count humans. *raː is a classifier for people in West Bahnaric languages, see Jacq and Sidwell (2000). -r is still used in Munda and in PWL to denote inhabitants of places as in War ‘people of the rivers’.      References: Daladier A. 2010 ''Counting techniques with their “grouping” names in Pnar, War, Khasi and Lyngngam and their relation to Austroasiatic number systems'' presentation at  NEILS 5 Conference (to appear) Jenner, P., (1976). « Les noms de nombre en Khmer » in Diffloth, G. and Zide, N. eds. Austroasiatic Number Systems, (special issue), Linguistics : 39-61 Matisoff, James. 1997. Sino-Tibetan Numeral Systems: prefixes, proto-forms and problems. Canberra: Pacific Linguistics Mazaudon, M. (2010). “Number building in Tibeto-Burman languages” in Morey, Post eds. NEILS 2, India, CUP India Menninger, K. (1969). [1934]. Number words and number symbols. A cultural history of  numbers, Cambridge Mass.: M.I.T. Press Zide, N. (1978). Studies in the Munda numerals, Mysore: CIIL",
4,lyng1241-2,"Lyngngam, India",lyng1241,India Lyngam,lyg,Eurasia,25.35,91.05,Austroasiatic,Lyngngam.htm,"Dr. Raman Senkuttuvan, Assistant Linguist (Lien) Anthropological Survey of India (Now) Central Institute of Indian Languages, Mysore, India. October 12, 2011.",decimal,decimal,"Lyngngam has a decimal system. Lyngngam dialect in West Khasi Hills, Mawshynrut block is divergent, and may not be a dialect of Khasi. Note that 'j' = IPA [dʒ], 'c' = IPA [tʃ], 'v' = IPA [w].",
4,maha1291-1,"Mahali (Mahli), India",maha1291,Mahali,mjx,Eurasia,22.1698,86.7445,Austroasiatic,Mahali.htm,"Dr. Arun Ghosh, Department of Bengali, University of Burdwan ,West Bengal, India. October 12, 2009.",NA,vigesimal,"Mahli is the ethnic name, section of the Santals, spread over West Bengal and Jharkhand. The language name is mentioned in Grierson’s Linguistic Survey of India. They use loanwords from Indo-Aryan language and the traditional Mahli numerals are no longer used, the traditional numerals are exactly the same as the Santali numerals.",
4,male1282-1,"Maleng (Pakatan), Laos",male1282,Maleng,pkt,Eurasia,17.913525,105.52746,Austroasiatic,Maleng.htm,"Dr. Michael Ferlus, CNRS (Centre Nationale de Recherche Scientifique), Paris, France, July 2, 1993.",NA,decimal,Maleng borrowed Lao numerals after ten.,
4,mall1246-1,"Mal (Tin), Thailand, Laos",mall1246,Mal,mlf,Eurasia,19.273,101.204,Austroasiatic,Mal.htm,"Dr. David Filbeck, New Tribes Mission, Thailand, November 14, 1994",NA,decimal,"Mal has retained traditional Mon-Khmer numerals from one to four, after four, they use Thai numeral system.",
4,mang1378-1,"Mang, Yunnan, China, Vietnam",mang1378,Mang,zng,Eurasia,21.4305,102.133,Austroasiatic,Mang.htm,"Dr. Gao Yongqi, Suzhou University, China, October 13, 2006",NA,decimal,Mang still retained their traditional Mon-Khmer numeral system.,
4,manm1238-1,"Kemi (Manmet), China",manm1238,Man Met,mml,Eurasia,22.0743,100.842,Austroasiatic,Kemi.htm,"Dr. Chen Guoqing, Chinese Academy of Social Sciences, Beijing, China, January 31, 2007.",NA,decimal,"Kemi has traditional Mon-Khmer numerals from one to six, however, they generally use Tai numeral system.",
4,mega1243-1,"Megam, Bangladesh",mega1243,Bangladesh Lyngam,mef,Eurasia,25.1292,91.6132,Austroasiatic,Megam.htm,"Mrs. Amy Kim on behalf of the survey team (SIL), November 8, 2007.",NA,decimal,Megam seemed borrowed Khasi numeral system. Updated data needed.,
4,minr1238-1,"Menriq, Malaya Peninsula",minr1238,Minriq,mnq,Eurasia,5.01108,102.047,Austroasiatic,Menriq.htm,"Prof. Gerard Diffloth, University of Chicago, USA, January 18, 1983. Mr. Timothy Phillips (SIL), November 17, 2009.",NA,decimal,"Minriq only has Mon-Khmer number one, they use Malay numerals after one, It's uncertain if they constructed compound 11, 12, 21 and 22, and 100, 200, 1000 and 2000 by mixing Malay numerals with aboriginal terms, or completely borrowed Malay terms.",
4,mint1239-1,"Mintil, Malaya Peninsula",mint1239,Mintil,mzt,Eurasia,4.59376,101.986,Austroasiatic,Mintil.htm,"Nancy Bishop & Mary M. Peterson, Summer Institute of Linguistics, Thailand, July 8, 1993.",NA,decimal,Mintil completely use Malay numerals with pronunciation modifications.,
4,mlab1235-1,"Mlabri, Nan province, Thailand",mlab1235,Mlabri,mra,Eurasia,18.5533,101.163,Austroasiatic,Mlabri.htm,"Mr. E. R. Long, New Tribes Mission, Thailand, August 3, 1995.",NA,decimal,"The Mlabri people do not appear to have any cardinal numerals over ten in their own language, they usually use Thai or Northern Thai numbers without reference to any particular tone (register).",
4,monn1252-1,"Mon, Myanmar",monn1252,Mon,mnw,Eurasia,15.49394,98.122465,Austroasiatic,Mon.htm,"Dr. Mathias Jenny, University of Zurich, Switzerland, January 31, 2007",decimal,decimal,Mon numeral system is decimal.,
4,mund1320-1,"Mundari, India",mund1320,Mundari,unr,Eurasia,23.03,85.85,Austroasiatic,Mundari.htm,"Rev. Noel Kotian, Bible Society of India, India, April 16, 1995.",vigesimal,vigesimal,Mundari has a vigesimal numeral system. The second set is taken from Bhumij dialect from N. Ramaswami's Bhumij Grammar (CIIL Grammar Series-18). The Bhumij dialect has used Indo-Aryan numerals after six. The words for 100 Shaye [ʃaye] and so are loanwords from different Indic languages.,
4,muon1246-1,"Muong, Vietnam",muon1246,Muong,mtq,Eurasia,20.7374,105.186,Austroasiatic,Muong.htm,"Dr. Michael Ferlus, CNRS (Centre Nationale de Recherche Scientifique), Paris, France, April 6, 1999",decimal,decimal,Muong numeral system is decimal.,
4,ngeq1245-1,"Ngeq, Laos",ngeq1245,Kriang-Khlor,ngt,Eurasia,15.6211,106.877,Austroasiatic,Ngeq.htm,"Dr. David Thomas, Summer Institute of Linguistics, Thailand November 2, 1994",decimal,decimal,Ngeq numeral system is decimal.,
4,nguo1239-1,"Nguôn, Vietnam",nguo1239,Nguôn,nuo,Eurasia,17.7243,105.932,Austroasiatic,Nguon.htm,"Dr. Michael Ferlus, CNRS (Centre Nationale de Recherche Scientifique), Paris, France, April 6, 1999.",NA,decimal,Nguôn borrowed Vietnamese numerals after ten.,
4,nort2684-1,"Northern Khmer, Thailand",nort2684,Northern Khmer,kxm,Eurasia,14.4674,103.863,Austroasiatic,Northern-Khmer.htm,"Mrs. Dorothy M. Thomas, SIL International, USA, May 29, 2008",NA,mixed,"Northern Khmer, called Khmer Surin, is spoken by the Khmer native to the Thai province of Surin and nearby areas. Northern Khmer differs from the Standard or Central Khmer in the number and variety of vowel phonemes, consonantal distribution, lexicon and grammar, giving Northern Khmer a distinct accent easily recognizable by speakers of other dialects. Speakers of Northern Khmer can easily understand all other varieties of Khmer but speakers of standard Khmer who have not been exposed to Northern Khmer often have trouble understanding Northern Khmer. These facts have led some linguists to advocate considering Northern Khmer a separate, but closely related language. Except for the compound numbers 11 to 19, the Northern Khmer numbers are nearly identical to those of Central Khmer.",Quinary-decimal
4,nort3270-1,"Northern Kataang, Laos",nort3270,Northern Katang,ncq,Eurasia,16.18229,106.4588,Austroasiatic,Kataang-Northern.htm,"Dr. Richard L. Watson, SIL International. Thailand, September 18, 2009.",decimal,decimal,Northern Kataang has a decimal numeral system similar to that of Pacoh. Hundred and thousand are loanwords from Thai language. The data are taken from Northern Kataːng Mương Pril (Pin-Lao) dialect of Saden. Speakerː Adang.,
4,nucl1290-1,"Vo-Awa (Meung Hom), Myanmar, China",nucl1290,Zhenkang Wa,wbm,Eurasia,23.1024,99.108,Austroasiatic,Wa-Vo-Awa.htm,"Mr. Nyi Paung, student of Linguistics, Payap University, Thailand, January 1, 2013.",NA,decimal,The Meung Hom dialect of Vo Wa language in Myanmar borrowed numerals after ten from Tai language.,
4,nucl1290-2,"Vo-Awa Wa (Awa), China, Myanmar",nucl1290,Zhenkang Wa,wbm,Eurasia,23.1024,99.108,Austroasiatic,Wa-Vo-Awa.htm,"Prof. Yan Qixiang, Chinese Academy of Social Sciences, Beijing, China, April 17, 1991.",NA,decimal,The Awa dialect of Vo Wa language still retains their own numeral system and has not borrowed numerals from Tai language.,
4,nyah1249-1,"Nyaheun, Laos",nyah1249,Nyaheun,nev,Eurasia,15.1034,106.543,Austroasiatic,Nyaheun.htm,"Miss Pascale Jacq, Linguistics Department, Australian National University, Australia, 11 October 11, 2006",decimal,decimal,Nyaheun numeral system is decimal.,
4,nyah1250-1,"Nyah Kur, Thailand",nyah1250,Nyahkur,cbn,Eurasia,15.8909,101.515,Austroasiatic,NyahKur.htm,"Dr. Mathias Jenny, University of Zurich, Switzerland, January 31, 2007",NA,decimal,Nyak Kur numeral system is similar to Mon numeral system.,
4,oduu1239-1,"Tayhat (O'du), Vietnam, Laos",oduu1239,O'du,tyh,Eurasia,19.3497,104.106,Austroasiatic,Tayhat.htm,"Dr. Michael Ferlus, CNRS (Centre Nationale de Recherche Scientifique), Paris, France, April 6, 1999.",NA,decimal,"Tayhat has traditional Mon-Khmer numerals from one to ten, they might borrow numerals from Tai language after ten.",
4,ongg1239-1,"Ir, Laos",ongg1239,Ong-Ir,oog,Eurasia,15.1225,106.001,Austroasiatic,Ir.htm,"Mr. Ryan Gehrmann, Graduate Student, Linguistics Department, Payap University, Thailand, April 21, 2016..",decimal,NA,"Ir has a decimal numeral system similar to that of Pacoh, there are missing terms for the higher numbers after ten.",Limited data
4,ongg1239-2,"Ong, Laos",ongg1239,Ong-Ir,oog,Eurasia,15.1225,106.001,Austroasiatic,Ong.htm,"Mr. Ryan Gehrmann, Graduate Student, Linguistics Department, Payap University, Thailand, April 21, 2016..",decimal,NA,"Ong has a decimal numeral system similar to that of Pacoh. Thousand is a loanword from Thai language, there are missing terms for the higher numbers after ten.",Limited data
4,oyyy1238-1,"Oi (Oy), Laos",oyyy1238,Oy,oyb,Eurasia,15.42,106.658,Austroasiatic,Oi.htm,"Dr. David Thomas, Summer Institute of Linguistics, Thailand, November 2, 1994. Extracted from SIL Survey list.",decimal,decimal,Oi numeral system is decimal.,
4,paco1243-1,"Pacoh, Vietnam",paco1243,Pacoh,pac,Eurasia,16.3353,107.094,Austroasiatic,Pacoh.htm,"Dr. Richard L. Watson, SIL International. Thailand, September 18, 2009, October 19, 2013.",decimal,decimal,"Pacoh has a decimal numeral system. Thousand is a Vietnamese loanword. The new data are from Kado (Mương Pril (Pin-Lao). Speaker: V@ng. (No tense register, except the ea, oa glides). Other higher numeralsː 300. pɛː ku'lam, 400. pṵan ku'lam, 500. soːŋ ku'lam, 600. tu'pat ku'lam, 700. tu'pṵːl ku'lam, 800. ti'kɔːl ku'lam, 900. ti'kḭah ku'lam, 10,000. mɤh cit ŋiːn.",Use of conjunctive marker between atom and base.
4,para1301-1,"Parauk Wa, Myanmar, China",para1301,South Wa,prk,Eurasia,22.8658,99.375,Austroasiatic,Parauk.htm,"Mr. Nyi Paung, student of Linguistics, Payap University, Thailand, January 1, 2013.",NA,decimal,The above data was taken from Standard Parauk Wa language in Myanmar.,
4,para1301-2,"Parauk Wa (Nam La), China, Myanmar",para1301,South Wa,prk,Eurasia,22.8658,99.375,Austroasiatic,Parauk.htm,"Dr. Paulette Hopple through Mr. Andy Castro, SIL International, Yunnan, China, November 7, 2008.",NA,decimal,"The above data was taken from Nam La dialect of Parauk Wa of Nanla village, Mangka township, Cangyuan Wa autonomous county, Lincang prefecture, Yunnan province, China. The traditional numerals after ten in this dialect have been replaced by Tai numerals.",
4,para1301-3,"Parauk Wa, China",para1301,South Wa,prk,Eurasia,22.8658,99.375,Austroasiatic,Parauk.htm,"Prof. Yan Qixiang, Chinese Academy of Social Sciences, Beijing, China, April 17, 1991.",decimal,decimal,"Parauk Wa has a decimal system with Tai loanwords from thirty onwards. The underlined vowels a̠, o̠, i̠ are tense vowels.",
4,pare1266-1,"Gorum (Parengi), India",pare1266,Gorum-Parenga,pcj,Eurasia,19.075,83.9723,Austroasiatic,Gorum.htm,"Dr. Felix Rau, Linguistics Department, Leiden University, the Netherlands, April 3, 2008",NA,parallel,"Gorum traditional numbers have been completely replaced by the neighboring Indo-Aryan language, Dedia. The lower numbers 1 to 3 are still in use, alternative with Desia numbers. The indigenous numbers for 4 'unɡi'( '-gi' is plural suffix' ) and 5 'monloj' is still remembered, but now mainly use Desia loans 4 ''car'' and 5 ''panc''. For 6 to 10, there were native words 6 ''turgi'' and 7 ''gurgi'', but not used anymore, and there probably native numbers for 8 '' tamɡi'', 9 ''timɡ' 'and 10 ''ɡalɡi'' reported in older literature. From 11 up, Desia numbers were used completely.",
4,pear1247-1,"Pear, Cambodia",pear1247,Pear,pcb,Eurasia,13.593,105.028,Austroasiatic,Pear.htm,"Dr. Robert Headley, Summer Institute of Linguistics. September 21 2006. Data were taken from Baradat, R. 1941. Les Samrê ou Pear, population primitive de l'Ouest du Cambodge. BEFEO Paris, 41:1-150.",NA,mixed,Pear numerals after four have been replaced by Khmer numerals.,This system is mixed with Quinary-Decimal.
4,phai1238-1,"Prai, Thailand, Laos",phai1238,Prai,prt,Eurasia,19.0383,101.218,Austroasiatic,Prai.htm,"Mr. David Jordan, New Tribes Mission, Thailand, February 23, 1995.",NA,decimal,"Pray has traditional Mon-Khmer numerals from one to three, after three, they use Thai borrowed numerals mixing with indigenous terms.",
4,phon1246-1,"Phong-Kniang, Laos",phon1246,Phong-Kniang,pnx,Eurasia,19.9622,104.088,Austroasiatic,Phong-Kniang.htm,"Dr. Michael Ferlus, CNRS (Centre Nationale de Recherche Scientifique), Paris, France, February, 2, 2013.",NA,NA,"Phong-Kniang or Phong-Kaneng [pʰɔːŋ kᵊneːŋ] has retained traditional Mon-Khmer numerals from one to ten, after ten they borrowed numerals from Lao language. Data were collected by myself at Hua Muong, Sam Neua Province, Laos. Phong Keneng is very similar with Phong Kniang, both are sub-dialect of the same language.",Limited data (till 10 only)
4,pnar1238-1,"Pnar (Synteng), Assam, India",pnar1238,Pnar,pbv,Eurasia,24.8237,92.2628,Austroasiatic,Pnar.htm,"Dr. Curiously Bareh. Department of Linguistics, North-Eastern Hill University, Shillong, India. September 20, 2010.",decimal,decimal,"Pnar has a decimal system. Pnar numerals are similar to Standard Khasi, but the 'kʰat' in 11 to 19 might be a loanword.",
4,pnar1238-2,"Pnar (Synteng), Assam, India",pnar1238,Pnar,pbv,Eurasia,24.8237,92.2628,Austroasiatic,Pnar.htm,"Prof. Gerard Diffloth, Cornell University, USA / École Française d’Extrême-Orient, Paris, France. March 4, 2007",decimal,decimal,"Pnar has a decimal system. Pnar numerals are similar to Standard Khasi, the compound numerals and tens need to check with more updated data.",
